C.D.S.  -  SIMBAD4 rel 1.8  -  2024.10.10CEST17:08:04

m13
---

Number of objects : 1909

 #  ;dist(asec);typed ident;            identifier             ;typ;       coord1 (ICRS,J2000/2000)        ;  Mag U  ;  Mag B  ;  Mag V  ;  Mag R  ;  Mag I  ;  spec. type   ;#bib;#not
----;----------;-----------;-----------------------------------;---;---------------------------------------;---------;---------;---------;---------;---------;---------------;----;----
1164;    208.62;m13        ;NGC 6205 148                       ;*  ;16 41 30.3364561464 +36 25 02.831419524;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1165;    208.80;m13        ;NGC 6205 473                       ;*  ;16 41 39.9748596720 +36 24 12.911831244;     ~   ;     ~   ;15.30    ;     ~   ;     ~   ;~              ;   3;   0
1166;    209.32;m13        ;NGC 6205 199                       ;RG*;16 41 32.5304694216 +36 24 42.571380852;     ~   ;12.65    ;11.93    ;11.90    ;     ~   ;~              ;  63;   0
1167;    209.92;m13        ;NGC 6205 382                       ;*  ;16 41 37.8432294288 +36 31 05.628238140;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1168;    210.13;m13        ;Cl* NGC 6205 PA 30                 ;*  ;16 41 28.47 +36 29 58.4                ;     ~   ;17.45    ;16.77    ;     ~   ;     ~   ;~              ;   1;   0
1169;    210.25;m13        ;2MASS J16412815+3625274            ;AB*;16 41 28.1495470224 +36 25 27.593881428;     ~   ;14.27    ;13.32    ;     ~   ;     ~   ;~              ;  22;   0
1170;    210.33;m13        ;NGC 6205 910                       ;RG*;16 41 49.10 +36 24 30.7                ;     ~   ;16.84    ;16.18    ;     ~   ;15.35    ;~              ;   2;   0
1171;    210.57;m13        ;NGC 6205 896                       ;*  ;16 41 48.79 +36 24 28.7                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1172;    210.68;m13        ;NGC 6205 766                       ;RG*;16 41 45.2787311568 +36 31 06.799082448;     ~   ;14.53    ;13.54    ;     ~   ;     ~   ;~              ;  38;   0
1173;    210.70;m13        ;Gaia DR2 1328105184732371712       ;HS?;16 41 29.8663438529 +36 30 16.481077472;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1174;    211.46;m13        ;NGC 6205 631                       ;*  ;16 41 42.42 +36 31 12.0                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1175;    211.81;m13        ;NGC 6205 74                        ;*  ;16 41 24.28 +36 28 13.0                ;     ~   ;15.26    ;15.13    ;     ~   ;     ~   ;~              ;   3;   0
1176;    212.17;m13        ;Gaia DR3 1328105081653187072       ;EB*;16 41 28.0658494154 +36 29 55.784708836;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1177;    212.33;m13        ;Gaia DR3 1328105184732357760       ;*  ;16 41 30.9872927136 +36 30 29.857625748;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1178;    213.15;m13        ;NGC 6205 107                       ;*  ;16 41 27.90 +36 29 54.9                ;     ~   ;15.64    ;15.38    ;     ~   ;     ~   ;~              ;   4;   0
1179;    214.05;m13        ;Gaia DR2 1328057424694423296       ;HS?;16 41 28.3611533544 +36 25 18.744466188;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1180;    214.09;m13        ;NGC 6205 1067                      ;*  ;16 41 59.3750463840 +36 27 46.008473112;     ~   ;14.83    ;14.62    ;     ~   ;     ~   ;~              ;   3;   0
1181;    214.10;m13        ;Cl* NGC 6205 PA 26                 ;*  ;16 41 48.6724350024 +36 30 57.304238616;     ~   ;17.36    ;16.71    ;     ~   ;     ~   ;~              ;   1;   0
1182;    214.40;m13        ;2MASS J16412825+3630017            ;RG*;16 41 28.2409981872 +36 30 01.722614112;     ~   ;15.51    ;14.72    ;     ~   ;     ~   ;~              ;   6;   0
1183;    215.13;m13        ;NGC 6205 739                       ;*  ;16 41 45.09 +36 24 09.7                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1184;    215.74;m13        ;NGC 6205 85                        ;*  ;16 41 25.5764787312 +36 26 05.843649876;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1185;    215.83;m13        ;2MASS J16415421+3630144            ;RG*;16 41 54.2071200840 +36 30 14.331230136;     ~   ;16.02    ;15.26    ;     ~   ;     ~   ;~              ;   3;   0
1186;    216.75;m13        ;[KGS2008] J164138.2+362408         ;RG*;16 41 38.2 +36 24 08                   ;     ~   ;17.53    ;16.94    ;     ~   ;16.13    ;~              ;   1;   0
1187;    216.75;m13        ;NGC 6205 147                       ;HS?;16 41 30.0323599392 +36 30 26.287813548;     ~   ;15.66    ;15.78    ;     ~   ;     ~   ;~              ;   4;   0
1188;    217.91;m13        ;Gaia DR2 1328059829876561920       ;HS?;16 41 46.8277261008 +36 31 09.463025604;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1189;    218.28;m13        ;NGC 6205 1052                      ;*  ;16 41 57.14 +36 29 33.3                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1190;    218.32;m13        ;Gaia DR2 1328058730371446272       ;HS?;16 41 57.1343815464 +36 29 33.490504428;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1191;    218.56;m13        ;NGC 6205 189                       ;*  ;16 41 31.84 +36 24 36.9                ;     ~   ;15.02    ;13.99    ;     ~   ;     ~   ;~              ;   3;   0
1192;    218.58;m13        ;Gaia DR2 1328104669341383936       ;HS?;16 41 23.8851076320 +36 28 24.754597608;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   3;   0
1193;    218.61;m13        ;NGC 6205 1054                      ;*  ;16 41 57.28 +36 29 31.1                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1194;    218.78;m13        ;Gaia DR2 1328056703145793024       ;RR?;16 41 47.7963553475 +36 24 15.001820520;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   2;   0
1195;    219.53;m13        ;Gaia DR3 1328057355974348672       ;EB*;16 41 31.8436483048 +36 24 35.728856772;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1196;    219.59;m13        ;Gaia DR2 1328057699573545728       ;HS?;16 41 23.5578076344 +36 27 15.059792304;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1197;    219.63;m13        ;NGC 6205 527                       ;HS?;16 41 40.4956802887 +36 31 19.946020842;     ~   ;16.71    ;16.26    ;     ~   ;     ~   ;~              ;   4;   0
1198;    220.27;m13        ;NGC 6205 857                       ;*  ;16 41 47.5084707816 +36 31 09.317411004;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1199;    221.14;m13        ;2MASS J16413939+3624013            ;RG*;16 41 39.3879422808 +36 24 01.281072312;     ~   ;15.52    ;14.72    ;     ~   ;     ~   ;~              ;   4;   0
1200;    221.83;m13        ;NGC 6205 1070                      ;HS?;16 41 59.9563788024 +36 27 59.546879172;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   3;   0
1201;    221.97;m13        ;[SWL2011] X36                      ;X  ;16 41 36.849 +36 31 15.09              ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1202;    222.04;m13        ;2MASS J16412684+3625286            ;RG*;16 41 26.8354247760 +36 25 28.778840760;     ~   ;15.64    ;14.85    ;     ~   ;     ~   ;~              ;  10;   0
1203;    222.49;m13        ;Gaia DR2 1328105047296200192       ;HS?;16 41 24.4434240288 +36 29 01.419536544;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1204;    222.57;m13        ;NGC 6205 71                        ;*  ;16 41 23.7862487832 +36 28 37.206778476;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1205;    223.22;m13        ;NGC 6205 1010                      ;*  ;16 41 53.0262152232 +36 30 36.678818520;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1206;    223.23;m13        ;NGC 6205 67                        ;*  ;16 41 23.28 +36 28 09.2                ;     ~   ;15.83    ;15.03    ;     ~   ;     ~   ;~              ;   4;   0
1207;    223.58;m13        ;NGC 6205 88                        ;*  ;16 41 26.333 +36 29 46.96              ;     ~   ;15.74    ;15.96    ;     ~   ;     ~   ;~              ;   3;   0
1208;    223.70;m13        ;NGC 6205 898                       ;*  ;16 41 48.5073451944 +36 31 08.528135340;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1209;    223.78;m13        ;NGC 6205 749                       ;*  ;16 41 44.9539383984 +36 31 20.922263760;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1210;    224.40;m13        ;NGC 6205 1031                      ;*  ;16 41 54.7949159160 +36 25 02.211923892;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1211;    224.71;m13        ;2MASS J16415196+3624337            ;RG*;16 41 51.9531609840 +36 24 33.699251556;     ~   ;15.20    ;15.07    ;     ~   ;     ~   ;~              ;  13;   0
1212;    224.96;m13        ;NGC 6205 65                        ;*  ;16 41 22.9928263080 +36 27 35.116665732;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1213;    225.28;m13        ;Cl* NGC 6205 PA 24                 ;*  ;16 41 46.4360640888 +36 24 03.055073112;     ~   ;17.32    ;16.67    ;     ~   ;     ~   ;~              ;   1;   0
1214;    225.65;m13        ;NGC 6205 66                        ;*  ;16 41 23.0399537280 +36 28 05.357933076;     ~   ;14.73    ;14.10    ;     ~   ;     ~   ;~              ;  12;   0
1215;    225.67;m13        ;NGC 6205 76                        ;*  ;16 41 24.5795763408 +36 26 08.113669116;     ~   ;16.07    ;15.42    ;     ~   ;     ~   ;~              ;   2;   0
1216;    225.81;m13        ;Gaia DR2 1328105146076908928       ;HS?;16 41 26.2608010032 +36 29 49.623362664;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1217;    226.05;m13        ;2MASS J16415889+3629094            ;RG*;16 41 58.8765925512 +36 29 09.299921712;     ~   ;15.46    ;14.64    ;     ~   ;     ~   ;~              ;   3;   0
1218;    226.17;m13        ;[KGS2008] J164156.5+362523         ;RG*;16 41 56.5 +36 25 23                   ;     ~   ;17.53    ;16.90    ;     ~   ;16.10    ;~              ;   1;   0
1219;    226.83;m13        ;NGC 6205 208                       ;HS?;16 41 32.5175376576 +36 30 59.158478088;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   2;   0
1220;    227.48;m13        ;Gaia DR3 1328058352404577024       ;*  ;16 42 00.0227867352 +36 26 50.486575740;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   2;   0
1221;    227.59;m13        ;Cl* NGC 6205 PA 2                  ;*  ;16 41 33.78 +36 31 07.7                ;     ~   ;17.18    ;16.50    ;     ~   ;     ~   ;~              ;   1;   0
1222;    227.63;m13        ;Gaia DR2 1328056806216299648       ;HS?;16 41 51.3365325648 +36 24 25.540166124;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   2;   0
1223;    228.20;m13        ;NGC 6205 534                       ;*  ;16 41 40.5713019624 +36 31 28.594715700;     ~   ;15.37    ;15.34    ;     ~   ;     ~   ;~              ;   5;   0
1224;    229.40;m13        ;NGC 6205 641                       ;*  ;16 41 42.5716509048 +36 31 29.873196660;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1225;    229.49;m13        ;NGC 6205 144                       ;*  ;16 41 30.3286306464 +36 24 36.220396392;     ~   ;14.89    ;14.20    ;     ~   ;     ~   ;~              ;   8;   0
1226;    229.50;m13        ;NGC 6205 1046                      ;RG*;16 41 56.5852831896 +36 30 02.716622532;     ~   ;14.859   ;13.984   ;14.124   ;     ~   ;~              ;   7;   0
1227;    230.32;m13        ;NGC 6205 954                       ;RG*;16 41 50.2992880776 +36 24 15.542524512;     ~   ;13.63    ;12.09    ;     ~   ;     ~   ;~              ;  65;   0
1228;    230.35;m13        ;NGC 6205 307                       ;*  ;16 41 35.7445189008 +36 31 19.873793064;     ~   ;15.11    ;14.31    ;     ~   ;     ~   ;~              ;   2;   0
1229;    230.94;m13        ;NGC 6205 363                       ;*  ;16 41 37.7806412352 +36 23 54.544679340;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1230;    231.34;m13        ;2MASS J16413515+3624031            ;RG*;16 41 35.1435631848 +36 24 03.077001288;     ~   ;15.68    ;14.87    ;     ~   ;     ~   ;~              ;   5;   0
1231;    231.43;m13        ;NGC 6205 1063                      ;HS?;16 41 58.7751963048 +36 29 24.750037176;     ~   ;15.66    ;15.75    ;     ~   ;     ~   ;~              ;   3;   0
1232;    231.52;m13        ;NGC 6205 179                       ;*  ;16 41 31.59 +36 24 23.5                ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1233;    231.56;m13        ;2MASS J16413909+3623513            ;RG*;16 41 39.0850126704 +36 23 51.246782844;     ~   ;16.04    ;15.22    ;     ~   ;     ~   ;~              ;   1;   0
1234;    232.11;m13        ;[KGS2008] J164122.4+362735         ;RG*;16 41 22.4 +36 27 35                   ;     ~   ;17.45    ;16.83    ;     ~   ;16.05    ;~              ;   1;   0
1235;    232.19;m13        ;2MASS J16415345+3624376            ;RG*;16 41 53.4461735976 +36 24 37.465568388;     ~   ;15.52    ;14.73    ;     ~   ;     ~   ;~              ;   4;   0
1236;    232.49;m13        ;2MASS J16415980+3626232            ;RG*;16 41 59.7950387928 +36 26 23.067064716;     ~   ;17.13    ;16.51    ;     ~   ;15.65    ;~              ;   2;   0
1237;    233.09;m13        ;2MASS J16415810+3625388            ;RG*;16 41 58.0898778792 +36 25 38.667231552;     ~   ;15.96    ;15.19    ;     ~   ;14.25    ;~              ;   7;   0
1238;    233.27;m13        ;2MASS J16412242+3628070            ;RG*;16 41 22.4203510752 +36 28 07.084056000;     ~   ;15.82    ;15.09    ;     ~   ;14.20    ;~              ;   2;   0
1239;    233.28;m13        ;Gaia DR3 1328057630857181568       ;RR*;16 41 24.1004247956 +36 26 02.444752163;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1240;    233.38;m13        ;Cl* NGC 6205 ARP 1009              ;*  ;16 41 51.3773398368 +36 31 02.395928784;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   0;   0
1241;    233.46;m13        ;NGC 6205 1007                      ;*  ;16 41 52.6178475672 +36 30 52.992009612;     ~   ;15.39    ;15.44    ;     ~   ;     ~   ;~              ;   5;   0
1242;    233.63;m13        ;NGC 6205 833                       ;*  ;16 41 47.0363350032 +36 23 56.405469660;     ~   ;14.84    ;14.08    ;     ~   ;     ~   ;~              ;   7;   0
1243;    234.04;m13        ;Gaia DR2 1328058524203605248       ;HS?;16 42 00.8272532064 +36 28 14.937124260;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   2;   0
1244;    234.73;m13        ;Gaia DR3 1328056840575916416       ;EB*;16 41 54.7714014204 +36 24 47.647067006;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1245;    235.02;m13        ;NGC 6205 1074                      ;*  ;16 42 00.7742520504 +36 28 24.627606960;     ~   ;15.93    ;15.19    ;     ~   ;     ~   ;~              ;   2;   0
1246;    235.14;m13        ;NGC 6205 1051                      ;RG*;16 41 57.3434198280 +36 25 21.620976312;     ~   ;15       ;14.12    ;     ~   ;     ~   ;~              ;  22;   0
1247;    235.45;m13        ;NGC 6205 77                        ;RG*;16 41 24.6362215608 +36 25 45.116782032;     ~   ;13.97    ;12.77    ;     ~   ;     ~   ;~              ;  47;   0
1248;    235.85;m13        ;2MASS J16420101+3628128            ;RG*;16 42 01.0050227784 +36 28 12.698452920;     ~   ;16.00    ;15.31    ;     ~   ;     ~   ;~              ;   3;   0
1249;    236.06;m13        ;Cl* NGC 6205 PA 20                 ;*  ;16 41 28.5936798960 +36 30 36.795143196;     ~   ;17.29    ;16.62    ;     ~   ;     ~   ;~              ;   1;   0
1250;    236.09;m13        ;NGC 6205 530                       ;RG*;16 41 40.5126336168 +36 31 36.451421328;     ~   ;15.37    ;14.59    ;     ~   ;     ~   ;~              ;  19;   0
1251;    237.52;m13        ;NGC 6205 79                        ;RG*;16 41 24.5006885952 +36 29 37.852746900;     ~   ;15.07    ;14.18    ;     ~   ;     ~   ;~              ;  19;   0
1252;    237.72;m13        ;NGC 6205 892                       ;*  ;16 41 48.6032182728 +36 23 58.408471824;     ~   ;15.69    ;15.75    ;     ~   ;     ~   ;~              ;   4;   0
1253;    238.67;m13        ;[SWL2011] X37                      ;X  ;16 41 39.239 +36 23 43.84              ;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1254;    238.96;m13        ;Cl* NGC 6205 PA 38                 ;*  ;16 41 57.2435551608 +36 25 13.708739964;     ~   ;17.50    ;16.86    ;     ~   ;     ~   ;~              ;   1;   0
1255;    239.72;m13        ;Gaia DR3 1328057355974255872       ;*  ;16 41 31.5525825250 +36 24 14.200606293;18.180   ;18.420   ;17.881   ;17.509   ;17.200   ;~              ;   1;   0
1256;    239.86;m13        ;NGC 6205 1069                      ;*  ;16 41 59.8616415864 +36 29 16.642080528;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1257;    240.40;m13        ;Gaia DR2 1328104669336281344       ;HS?;16 41 21.8564002224 +36 28 10.298699616;     ~   ;     ~   ;     ~   ;     ~   ;     ~   ;~              ;   1;   0
1258;    240.67;m13        ;2MASS J16412172+3627558            ;RG*;16 41 21.7231851072 +36 27 55.926467568;     ~   ;15.74    ;15.00    ;     ~   ;14.07    ;~              ;  12;   0
